Review Text,Review Rate,Review Time,search
Sehr gut ausgewählte und aufbereitete Ausstellungen.,5,vor 4 Jahren,Pinakothek+der+Moderne
Tolle Ausstellung #LN21,5,vor 8 Monaten,Pinakothek+der+Moderne
wunderbares Museum - Immer wieder einen Besuch wert,5,vor 4 Jahren,Pinakothek+der+Moderne
"Tolle Bilder,  hochkarätige Ausstellung,  phantastische Architektur",5,vor 4 Jahren,Pinakothek+der+Moderne
"Schöne Architektur, schöne Ausstellung, nur für kunstinteressierte.",4,vor 5 Jahren,Pinakothek+der+Moderne
Tolles Museum! Ist eine Besuch wert,5,vor 2 Jahren,Pinakothek+der+Moderne
"voll goil. mit viel Kunst und so, hat sogar Picasso drin!",5,vor 4 Jahren,Pinakothek+der+Moderne
"Super Bilder, Skulpturen....",5,vor einem Jahr,Pinakothek+der+Moderne
Super Museum. Total zu empfehlen,5,vor 3 Jahren,Pinakothek+der+Moderne
"eine der besten Ausstellungen, die ich je besucht habe / Pinakothek der Moderne",5,vor 4 Jahren,Pinakothek+der+Moderne
Am Sonntag ermäßigter eintritt und wircklick ein schöner Ort,5,vor 4 Jahren,Pinakothek+der+Moderne
"Beeindruckender Bau, interessante Exponate. Modern. Schön. Hingehen!",4,vor 4 Jahren,Pinakothek+der+Moderne
Wundervolle Ausstellungen und sehr schöne boutique!!,5,vor 4 Jahren,Pinakothek+der+Moderne
Ein Muss,5,vor 4 Jahren,Pinakothek+der+Moderne
Wunderbar,5,vor 2 Jahren,Pinakothek+der+Moderne
Tolles Museum! Jeden Samstag kostenlose Kinderbetreuung.,5,vor 4 Jahren,Pinakothek+der+Moderne
Top Bar gemütliches Ambiente Nette Bedienungen. Sehr empfehlenswert,5,vor 3 Jahren,Pinakothek+der+Moderne
Großes modernes Museum mit verschiedenen Ausstellungen.,4,vor 3 Jahren,Pinakothek+der+Moderne
"""Must see"" - in München.",5,vor 6 Monaten,Pinakothek+der+Moderne
interessantes Gemälde- und Skulpturen -Sammelsurium des 17. Jh. bis zur Moderne,4,vor 4 Jahren,Pinakothek+der+Moderne
Sonntags Kinder können Kunst super toll,5,vor 4 Jahren,Pinakothek+der+Moderne
Tolle Galerie mit gutem Querschnitt durch das 20 Jhdt,5,vor 2 Jahren,Pinakothek+der+Moderne
Sollte gesehen werden. Vorallem die Wechselausstellungen,4,vor 2 Jahren,Pinakothek+der+Moderne
"man merkt, dass da geld in die hand genommen wurde.  eine reise wert.",5,vor 3 Jahren,Pinakothek+der+Moderne
Tipp: Sonntags kostet der Eintritt nur einen Euro pro Person.,5,vor 4 Jahren,Pinakothek+der+Moderne
Interessanter Blick in die Moderne ... gerne immer wieder Sonntags,5,vor 3 Jahren,Pinakothek+der+Moderne
Bestes Museum in München für moderne Kunst.,5,vor 4 Jahren,Pinakothek+der+Moderne
Gute Architektur gepaart mit interesse Austellungsobjekten,5,vor 2 Jahren,Pinakothek+der+Moderne
Echt viele zu sehen. Man kann da die ganze Tag investieren.,5,vor 4 Jahren,Pinakothek+der+Moderne
"Interessant...in jedem zimmer
Aufpasser...Eintritt ok",5,vor 4 Jahren,Pinakothek+der+Moderne
"Kann man sich schon mal anschauen, mein Geschmack ist es nicht.",4,vor 3 Jahren,Pinakothek+der+Moderne
Wirklich sehr interessante Gemälde und Skulpturen!,5,vor 3 Jahren,Pinakothek+der+Moderne
"Personal war nicht mein Geschmack, aber der Rest ist toll!",5,vor 5 Jahren,Pinakothek+der+Moderne
"Super Ausstellung, Top aktuell",5,vor 5 Jahren,Pinakothek+der+Moderne
Mein Lieblings-Sonntags-Museum (1 Euro),5,vor 5 Jahren,Pinakothek+der+Moderne
Tolles Museum und am Sonntag ist der Eintritt nur ein Euro!,4,vor 5 Jahren,Pinakothek+der+Moderne
"Coole Kunstwerke, aber nicht Jedermanns sache",4,vor 3 Jahren,Pinakothek+der+Moderne
Außerordentlich! Cafe sehr nüchtern und ungemütlich leider.,5,vor 4 Jahren,Pinakothek+der+Moderne
Ein empfehlenswertes Ausflugsziel mit viel Wissenswertes über Kunst,5,vor 4 Jahren,Pinakothek+der+Moderne
Ein Tempel der Kunst. Unbedingt besuchen und Kunst genießen!,5,vor 4 Jahren,Pinakothek+der+Moderne
Es waren alle Türen geschlossen und nirgendwo (auch im Internet nicht) wann es wieder öffnet und warum es geschlossen ist,1,vor 3 Jahren,Pinakothek+der+Moderne
Viel Raum für Kunst und Kinder,4,vor einem Jahr,Pinakothek+der+Moderne
Tolle Architektur gefüllt mit sehenswerten und außergewöhnlichen Kunstwerken.,5,vor 4 Jahren,Pinakothek+der+Moderne
Ein Museum in dem man gewesen sein muss.,5,vor 2 Jahren,Pinakothek+der+Moderne
"Es war sehr interessant, die aktuellen Projekte. Die  Zeit verging wie im Flug.",4,vor 4 Jahren,Pinakothek+der+Moderne
"Abwechslungsreiche Ausstellung von Design, Architektur und Kunst.",5,vor 3 Jahren,Pinakothek+der+Moderne
Eine neue Erfahrung. Total interessant.,5,vor 3 Jahren,Pinakothek+der+Moderne
"Ein absolutes ""Muß"" für alle die Kunst mögen.",5,vor 4 Jahren,Pinakothek+der+Moderne
"„Die Irrfahrten des Meese“ ... unfassbar gut, bitte auf keinen Fall versäumen!!!",5,vor 3 Jahren,Pinakothek+der+Moderne
"Sehenswertes, großes Museum. Tolle Exponate.",4,vor 6 Jahren,Pinakothek+der+Moderne
"Architektonisch mega, Kunst nicht so meins",4,vor 4 Jahren,Pinakothek+der+Moderne
Wunderschönes Museum mit schönen Ausstellungen.,5,vor 4 Jahren,Pinakothek+der+Moderne
Gutes Museum. Interessante Exponate.,4,vor 6 Jahren,Pinakothek+der+Moderne
Sonntags für 1€ immer wieder spannend,5,vor 5 Jahren,Pinakothek+der+Moderne
Schöner ort um die seele baumeln zu lassen,4,vor einem Jahr,Pinakothek+der+Moderne
"Genau das, was sie verspricht: moderne Kunst!",5,vor 2 Jahren,Pinakothek+der+Moderne
... Jeden Tag ein gutes Bild anschauen und sich davon inspirieren lassen... (Goethe),5,vor 4 Jahren,Pinakothek+der+Moderne
Immer wieder spannende Ausstellungen,5,vor 2 Jahren,Pinakothek+der+Moderne
"Sehr schön eingerichtet, sehr modern und offen",4,vor 2 Jahren,Pinakothek+der+Moderne
"Kunst, Design;  mit interessanten Wechselausstellungen auch aus Umwelt und Architektur",5,vor 4 Jahren,Pinakothek+der+Moderne
Der neue Klassiker was Kunstmuseum in München angeht,5,vor 3 Jahren,Pinakothek+der+Moderne
Für jeden München Besucher sehr empfehlenswert.,5,vor 6 Jahren,Pinakothek+der+Moderne
"Nur etwas für kunstversteher, die die auch Flschen als Kunst sehen.",1,vor 4 Jahren,Pinakothek+der+Moderne
"Lieblingsmuseum , immer wieder neue Exponate",5,vor 4 Jahren,Pinakothek+der+Moderne
Sehr interessant nur fühlt man sich zu sehr bewacht.,5,vor 3 Jahren,Pinakothek+der+Moderne
"ladet zum verweilen und träumen ein
gibt einen sehr guten Einblick in die Kunst der Moderne",5,vor 4 Jahren,Pinakothek+der+Moderne
Das spannendste und abwechslungsreichste Museum im Museumsviertel,5,vor 4 Jahren,Pinakothek+der+Moderne
Ein besonderes Highlight sind die Bilder der Künstlergruppe Brücke.,5,vor 3 Jahren,Pinakothek+der+Moderne
"Viele bekannte Künstler, aber doch sehr speziell.",2,vor 3 Jahren,Pinakothek+der+Moderne
Moderne Kunst ist immer wieder lustig,5,vor einem Jahr,Pinakothek+der+Moderne
Das Museum gefällt mir.,5,vor 2 Jahren,Pinakothek+der+Moderne
Online buchen hilft,4,vor 9 Monaten,Pinakothek+der+Moderne
Interessante Ausstellung! Tolle Architektur.,5,vor 5 Jahren,Pinakothek+der+Moderne
"Super Gebäude, vor allem die runde Sache",4,vor 6 Jahren,Pinakothek+der+Moderne
unvergessliche Erfahrungen der Ruhe und Kunstbetrachtung und Besinnung,5,vor 2 Jahren,Pinakothek+der+Moderne
Sehr tolle Architektur des Gebäudes! 👍,5,vor 3 Jahren,Pinakothek+der+Moderne
"Meese rockt! Der Mann ist zwar ein Rätsel, aber er fasziniert.",5,vor 3 Jahren,Pinakothek+der+Moderne
Tolle Dauerausstellung!,5,vor 10 Monaten,Pinakothek+der+Moderne
Sehr tolles Museum.,5,vor 4 Jahren,Pinakothek+der+Moderne
Moderne Kunst in einem sehr schönen modernen Gebäude.,5,vor 2 Jahren,Pinakothek+der+Moderne
Eine spannende Reise in die Vergangenheit.,5,vor 8 Monaten,Pinakothek+der+Moderne
Muß man mögen... mein Geschmack ist es nicht,1,vor 2 Jahren,Pinakothek+der+Moderne
War nur zum Kaffee da alles ok,3,vor 2 Jahren,Pinakothek+der+Moderne
Ein Muss für Liebhaber moderner Kunst.,5,vor 3 Jahren,Pinakothek+der+Moderne
"Sehr schön, immer ein Besuch wert",5,vor 4 Jahren,Pinakothek+der+Moderne
"Angenehme Architektur, interessante Ausstellung.",4,vor 6 Jahren,Pinakothek+der+Moderne
Sonntags nur 1€. Wunderschöne Werke.,5,vor 5 Jahren,Pinakothek+der+Moderne
"tolle Architektur, schöne Austellung",4,vor 2 Jahren,Pinakothek+der+Moderne
Sehr gutes Museum.,4,vor 4 Jahren,Pinakothek+der+Moderne
Für 1 Euro am Sonntag lohnenswert,5,vor 4 Jahren,Pinakothek+der+Moderne
Für Liebhaber moderner Kunst ein Muss!,5,vor 5 Jahren,Pinakothek+der+Moderne
"Was für ein Blödsinn da ausgestellt wird, kaum zu glauben XD",1,vor einem Jahr,Pinakothek+der+Moderne
Sowohl der Bau wie der Kunstinhalt sehenswert,5,vor 4 Jahren,Pinakothek+der+Moderne
Allein die Architektur ist einen Besuch wert!,4,vor 5 Jahren,Pinakothek+der+Moderne
Sehr schöne Ausstellung,5,vor 2 Jahren,Pinakothek+der+Moderne
Tipp: Sonntags kost's nur 1€.,4,vor 3 Jahren,Pinakothek+der+Moderne
Tolle Sonderausstellung,5,vor 10 Monaten,Pinakothek+der+Moderne
Für jedem etwas interessantes dabei,4,vor 2 Jahren,Pinakothek+der+Moderne
Interessante Ausstellung. Sehenswert,5,vor 4 Jahren,Pinakothek+der+Moderne
Spannend für Kunst interesierte ; ^),5,vor 2 Jahren,Pinakothek+der+Moderne
"Beeindruckende Ausstellung, toller Bau",4,vor 4 Jahren,Pinakothek+der+Moderne
Ausgezeichnet Museum in München Stadt!,4,vor 8 Jahren,Pinakothek+der+Moderne
"Viel Raum,  viel Design, tolle Bilder.",4,vor 5 Jahren,Pinakothek+der+Moderne
Tolle Sammlung (Sonntags eintritt für 1€!),5,vor 5 Jahren,Pinakothek+der+Moderne
Man sollte sich öfters mit der Kunst auseinandersetzen.,5,vor 4 Jahren,Pinakothek+der+Moderne
Super. Sonntag für 1 Euro,4,vor 3 Jahren,Pinakothek+der+Moderne
Schönes Gebäude,5,vor 10 Monaten,Pinakothek+der+Moderne
"Sehr sehr sehr lohnenswert, vorallem Sonntags!",5,vor 4 Jahren,Pinakothek+der+Moderne
Ständig wechselnde tolle Ausstellungen!,5,vor 5 Jahren,Pinakothek+der+Moderne
Interessante Ausstellung,4,vor 2 Jahren,Pinakothek+der+Moderne
Guter Ort,4,vor 2 Jahren,Pinakothek+der+Moderne
Eins der schönsten Museen in der Stadt,5,vor 4 Jahren,Pinakothek+der+Moderne
Hervorragende Paul Klee Ausstellung,5,vor 4 Jahren,Pinakothek+der+Moderne
Sonntags wenn es regnet... hervorragend,5,vor 3 Jahren,Pinakothek+der+Moderne
Großartige Ausstellung über  Königsschlösser und Fabriken,5,vor 3 Jahren,Pinakothek+der+Moderne
"Die Designe Ausstellung, ein absolutes Muss",5,vor 3 Jahren,Pinakothek+der+Moderne
4 Häuser unter einem Dach. Toll!,4,vor 3 Jahren,Pinakothek+der+Moderne
Es gibt immer neue  und immer moderne Kunst,5,vor 3 Jahren,Pinakothek+der+Moderne
Ein Besuch der Pinakotheken lohnt sich immer.,5,vor 2 Jahren,Pinakothek+der+Moderne
Schwer ohne Eintritt reinzukommen.,5,vor 2 Jahren,Pinakothek+der+Moderne
Es ist einfach immer einen Besuch wert.,5,vor 3 Jahren,Pinakothek+der+Moderne
"Ein Muß, die Designausstellung mit dem Bauhausteil!",5,vor 2 Jahren,Pinakothek+der+Moderne
Tolle Kunstsammlung.,5,vor 8 Monaten,Pinakothek+der+Moderne
Große Ausstellung nette Security,5,vor 2 Jahren,Pinakothek+der+Moderne
"Kunst für Alle, so soll es sein.",5,vor 2 Jahren,Pinakothek+der+Moderne
Sonntags kostet der Eintritt nur 1€,4,vor 6 Jahren,Pinakothek+der+Moderne
Modernes Gebäude mit sehr guten Ausstellungen,4,vor 6 Jahren,Pinakothek+der+Moderne
"Reichtum, für die Augen ein Geschenk",5,vor einem Jahr,Pinakothek+der+Moderne
Perfekt,5,vor 10 Monaten,Pinakothek+der+Moderne
"Sensationelle Architektur, Kunst der Moderne",5,vor 4 Jahren,Pinakothek+der+Moderne
Nichts für Jugendliche ich habe mich gelangweilt,1,vor 9 Monaten,Pinakothek+der+Moderne
"Wieder neue Entdeckungen, großartige neue Bilder von Anselm Kiefer",5,vor 4 Jahren,Pinakothek+der+Moderne
Ich könnte immer wieder hier her kommen,5,vor 2 Jahren,Pinakothek+der+Moderne
Super schön.,5,vor 6 Monaten,Pinakothek+der+Moderne
Des einzig Gute hier ist das W-Lan,1,vor 4 Jahren,Pinakothek+der+Moderne
Interessantes Gebäude mit ebenso interessanten Inhalten!,5,vor 5 Jahren,Pinakothek+der+Moderne
Billiger als ein Puffbesuch auf jeden Fall.,1,vor 3 Jahren,Pinakothek+der+Moderne
Man staunt und wundert sich  - immer ein Besuch wert.,4,vor 4 Jahren,Pinakothek+der+Moderne
Ganz toll,5,vor 2 Jahren,Pinakothek+der+Moderne
"Wenn man in München ist, sollte man sich das anschauen.",5,vor 2 Jahren,Pinakothek+der+Moderne
Sehr abwechslungsreich und überaus interessant.,5,vor 5 Jahren,Pinakothek+der+Moderne
Super interessant!,5,vor 9 Monaten,Pinakothek+der+Moderne
Super!,5,vor einem Jahr,Pinakothek+der+Moderne
Zurzeit ist eine Sonderausstellung von Paul Klee,4,vor 4 Jahren,Pinakothek+der+Moderne
Interessant für Kunstliebhaber der Epoche der Moderne,3,vor 5 Jahren,Pinakothek+der+Moderne
Sehr unterschiedliches Niveau der wechselnden Ausstellungen,3,vor 5 Jahren,Pinakothek+der+Moderne
Ein besuch auf jeden Fall wert,5,vor 2 Jahren,Pinakothek+der+Moderne
Eins meiner lieblings Museen,5,vor 4 Jahren,Pinakothek+der+Moderne
"Tolles Haus, tolle Exponate",5,vor 2 Jahren,Pinakothek+der+Moderne
"Kalte Ambiente, Geschmackloses Essen",3,vor 2 Jahren,Pinakothek+der+Moderne
Tanzen,5,vor 9 Monaten,Pinakothek+der+Moderne
Sehr schönes Museum,5,vor 2 Jahren,Pinakothek+der+Moderne
Ein Muss bei einem längeren Besuch in München,5,vor 2 Jahren,Pinakothek+der+Moderne
Einfach nur interessant.,5,vor 8 Monaten,Pinakothek+der+Moderne
